park_id,Season,Weekday,Weekend,Holiday,time_period
B059,Autumn,50.29185573379348,22.93414258966761,53.15487222562061,17:30-18:00
B059,Autumn,31.75363102357323,17.532224680559825,0.0,18:00-18:30
B059,Autumn,24.595125165807357,38.701740753252224,0.0,18:30-19:00
B059,Autumn,26.521487677323115,29.302403591404676,0.0,19:00-19:30
B059,Autumn,25.225027379137245,16.205753727323355,0.0,19:30-20:00
B059,Autumn,14.048845076472462,16.205753727323355,0.0,20:00-20:30
B059,Autumn,17.118292002683347,16.205753727323355,0.0,20:30-21:00
B059,Autumn,14.653666956652923,16.205753727323355,0.0,21:00-21:30
B059,Autumn,4.6861637861510035,16.205753727323355,0.0,21:30-22:00
B059,Winter,1.283749903105615,0.0,0.0,6:00-6:30
B059,Winter,0.0,0.0,0.0,6:30-7:00
B059,Winter,2.808997312736048,0.0,0.0,7:00-7:30
B059,Winter,18.61331439544139,1.768417336560549,0.0,7:30-8:00
B059,Winter,20.609905622631235,1.7342999602924993,0.0,8:00-8:30
B059,Winter,31.663712544091787,5.128978898963391,0.0,8:30-9:00
B059,Winter,58.28881263845305,16.120460286653234,0.0,9:00-9:30
B059,Winter,66.18302718288056,30.850637490383463,0.0,9:30-10:00
B059,Winter,83.48399328628578,39.99125121553164,11.055925320640599,10:00-10:30
B059,Winter,81.35817970911336,25.588032201036874,0.0,10:30-11:00
B059,Winter,84.07820425628762,19.065927104461476,0.0,11:00-11:30
B059,Winter,97.83932532984221,21.587769833608114,0.0,11:30-12:00
B059,Winter,84.7444407984109,5.643582657673133,0.0,12:00-12:30
B059,Winter,72.21622804764095,4.19075105159204,0.0,12:30-13:00
B059,Winter,71.06275969410792,17.621624842447396,0.0,13:00-13:30
B059,Winter,83.13551662116882,23.040601439689205,0.0,13:30-14:00
B059,Winter,83.27215336828154,34.06620020364709,22.075837855220485,14:00-14:30
B059,Winter,83.49246688300593,30.427013401721855,58.34071341836408,14:30-15:00
B059,Winter,78.75572631643142,38.33655846653125,49.30150411712372,15:00-15:30
B059,Winter,85.58968207124778,44.51180357104816,0.0,15:30-16:00
B059,Winter,81.43338288000486,42.686523940707524,0.0,16:00-16:30
B059,Winter,73.0466405262175,45.53532485908962,32.951699245557485,16:30-17:00
B059,Winter,49.77390713427315,37.02303948021136,0.0,17:00-17:30
B059,Winter,41.01644492397841,21.06463673083136,0.0,17:30-18:00
B059,Winter,31.90732844979666,33.392382022353125,0.0,18:00-18:30
B059,Winter,17.178098950962756,25.588032201036874,0.0,18:30-19:00
B059,Winter,38.14813243420117,9.365219785579498,0.0,19:00-19:30
B059,Winter,44.90264821976594,0.0,0.0,19:30-20:00
B059,Winter,39.177674435701725,0.0,0.0,20:00-20:30
B059,Winter,36.752107374553326,0.0,0.0,20:30-21:00
B059,Winter,30.080209157010195,3.4685999205849987,10.947886962458444,21:00-21:30
B059,Winter,12.393694402837292,8.364443415050053,0.0,21:30-22:00
B092,Spring,0.4846225595055549,7.686902714203805,0.0,6:00-6:30
B092,Spring,11.922358980527022,14.315525001952459,0.0,6:30-7:00
B092,Spring,32.0543207215817,29.019875080717515,0.0,7:00-7:30
B092,Spring,54.26404130995171,52.43559742389695,0.0,7:30-8:00
B092,Spring,58.31410127153385,76.89607584303373,0.0,8:00-8:30
B092,Spring,59.56107858826823,94.72624143060959,0.0,8:30-9:00
B092,Spring,62.24340810367108,110.24205253924443,0.0,9:00-9:30
B092,Spring,66.17754506098612,95.5393930042916,0.0,9:30-10:00
B092,Spring,79.31870562804372,106.86434600241151,34.284228511997625,10:00-10:30
B092,Spring,70.45703596851357,104.08340143129536,40.573051493488315,10:30-11:00
B092,Spring,60.81288603018045,106.50426017040682,40.573051493488315,11:00-11:30
B092,Spring,54.53130823645645,94.04326173046923,10.008019368393784,11:30-12:00
B092,Spring,46.71616569878215,131.09660100689743,0.0,12:00-12:30
B092,Spring,45.670443597789266,152.2402324664415,0.0,12:30-13:00
B092,Spring,61.84653281822883,142.95238476205714,0.0,13:00-13:30
B092,Spring,70.37733890307994,135.05416407132478,0.0,13:30-14:00
B092,Spring,69.52723687178779,122.87886753565381,0.0,14:00-14:30
B092,Spring,64.60936441992826,112.478642002823,0.0,14:30-15:00
B092,Spring,84.5907872596083,78.59507237432354,39.062832354564016,15:00-15:30
B092,Spring,89.89828980914338,64.81206867322312,40.573051493488315,15:30-16:00
B092,Spring,89.95303122782508,46.03012691936249,53.939617902176394,16:00-16:30
B092,Spring,64.27286569920848,29.023256168341963,40.573051493488315,16:30-17:00
B092,Spring,44.438761677451225,25.675979420129185,40.573051493488315,17:00-17:30
B092,Spring,27.810250732024745,35.65525954371508,40.573051493488315,17:30-18:00
B092,Spring,23.67244349637931,42.45124566887438,47.40284849489218,18:00-18:30
B092,Spring,16.944079123709162,28.620906741031547,35.32109538349788,18:30-19:00
B092,Spring,5.322797945931443,24.468931138197906,0.0,19:00-19:30
B092,Spring,4.347112660016605,19.09300181531071,0.0,19:30-20:00
B092,Spring,4.3954139117945665,4.699711797995729,0.6762175248914719,20:00-20:30
B092,Spring,6.750904956833194,17.571512384304896,6.356444733979836,20:30-21:00
B092,Spring,3.071959613078401,21.473287502928688,0.0,21:00-21:30
B092,Spring,3.067129487900605,15.214894310058117,0.0,21:30-22:00
B092,Summer,3.2261211083363968,3.4533199509798576,0.0,6:00-6:30
B092,Summer,9.83826059391582,8.277517247876062,20.489391004211598,6:30-7:00
B092,Summer,12.169097875026113,14.901375275790253,0.0,7:00-7:30
B092,Summer,11.932421741314098,13.874754124364108,0.0,7:30-8:00
B092,Summer,15.507921904177756,12.00593478284586,0.0,8:00-8:30
B092,Summer,17.932443488215718,11.065377680042268,0.0,8:30-9:00
B092,Summer,20.25835001654034,17.043755343287323,0.0,9:00-9:30
B092,Summer,25.398307598970625,26.612233320501655,0.0,9:30-10:00
B092,Summer,28.75051509996908,19.29064175554035,0.0,10:00-10:30
B092,Summer,29.629597882327992,16.02328162390565,0.0,10:30-11:00
B092,Summer,30.54812668697224,15.479233887970235,0.0,11:00-11:30
B092,Summer,33.90315176099107,16.598066520063398,0.0,11:30-12:00
B092,Summer,35.07737531723492,19.71481456660864,0.0,12:00-12:30
B092,Summer,22.41379337713191,16.422864706796066,0.0,12:30-13:00
B092,Summer,21.834077728188497,12.814322096693392,0.0,13:00-13:30
B092,Summer,24.93481683711793,20.42176925172245,91.28936586034871,13:30-14:00
B092,Summer,28.880123458906613,21.11028164070286,91.28936586034871,14:00-14:30
B092,Summer,25.78713267578322,16.18004114103958,0.0,14:30-15:00
B092,Summer,29.707785533643563,11.065377680042268,0.0,15:00-15:30
B092,Summer,30.336104317188564,11.729300340844803,0.0,15:30-16:00
B092,Summer,28.66950987563312,22.471937838552506,0.0,16:00-16:30
B092,Summer,27.565725644898805,15.058134792924186,20.962743271635627,16:30-17:00
B092,Summer,17.593630332514888,11.489550491110556,0.0,17:00-17:30
B092,Summer,15.102895782497969,8.6156260103218,0.0,17:30-18:00
B092,Summer,16.682849853676686,1.4569413945388983,0.0,18:00-18:30
B092,Summer,15.478337387463753,0.0,0.0,18:30-19:00
B092,Summer,8.123063017758804,3.7069015228141597,0.0,19:00-19:30
B092,Summer,2.7076876725862684,0.9405571028035928,0.0,19:30-20:00
B092,Summer,2.3498558989978644,0.0,0.0,20:00-20:30
B092,Summer,5.071631436686039,0.9344096707591246,0.0,20:30-21:00
B092,Summer,0.6339539295857549,10.060272540771761,0.0,21:00-21:30
B092,Summer,1.7046316773305854,8.299033260031699,0.0,21:30-22:00
B092,Autumn,2.41498340651815,0.0,0.0,6:00-6:30
B092,Autumn,4.446407364491302,6.906639901959715,4.08435385034449,6:30-7:00
B092,Autumn,4.998466917599421,5.532688840021134,0.0,7:00-7:30
B092,Autumn,11.962953147321834,5.532688840021134,10.670712542787427,7:30-8:00
B092,Autumn,23.578929105641976,5.671006061021662,22.950822794816556,8:00-8:30
B092,Autumn,52.47835986819644,14.495644760855368,48.68766179218598,8:30-9:00
B092,Autumn,61.89773742393881,21.14409251694743,108.91159455902047,9:00-9:30
B092,Autumn,66.26155756612776,24.414526364604363,162.57621733440766,9:30-10:00
B092,Autumn,69.41095754681082,45.30811102573973,170.4068162726509,10:00-10:30
B092,Autumn,61.64886720371235,61.8954195397253,174.70755973096064,10:30-11:00
B092,Autumn,63.71410203793007,62.45022528173856,110.3992731137817,11:00-11:30
B092,Autumn,67.08742978915096,60.25098146783015,128.8329628423232,11:30-12:00
B092,Autumn,62.19039550028528,23.962690109335977,117.5739410528802,12:00-12:30
B092,Autumn,59.106400165452364,37.27341734362015,112.32649305972241,12:30-13:00
B092,Autumn,63.32278271614863,48.5186074109631,194.04061876760787,13:00-13:30
B092,Autumn,62.30346793887368,48.70303037229714,158.74206396827302,13:30-14:00
B092,Autumn,83.48404193778994,56.410373298048796,200.85689141851387,14:00-14:30
B092,Autumn,105.4500259635678,79.34797911396976,181.94984942254834,14:30-15:00
B092,Autumn,98.31703962928229,69.37684433784278,141.66757146476334,15:00-15:30
B092,Autumn,89.0173858320453,73.04993498441236,150.52602104084164,15:30-16:00
B092,Autumn,85.13523210717656,66.74881713883272,128.98173069779935,16:00-16:30
B092,Autumn,54.285301778972006,51.52470168070793,109.54723903241845,16:30-17:00
B092,Autumn,33.05761426397727,57.2049288897963,44.184053076408766,17:00-17:30
B092,Autumn,18.58933061459851,19.1231242323286,0.0,17:30-18:00
B092,Autumn,19.56374898243393,25.75774026632061,4.07082949984666,18:00-18:30
B092,Autumn,17.523456597904822,11.488013633099436,0.0,18:30-19:00
B092,Autumn,7.6074471550290585,12.264126928713514,0.0,19:00-19:30
B092,Autumn,8.263156443509889,9.900439307615596,4.08435385034449,19:30-20:00
B092,Autumn,6.841991087918301,9.251885226924228,6.288822981490689,20:00-20:30
B092,Autumn,9.319607756987875,8.299033260031699,0.0,20:30-21:00
B092,Autumn,14.574704768050205,15.617551108970762,0.0,21:00-21:30
B092,Autumn,10.975786416312234,14.769205486834192,0.0,21:30-22:00
B092,Winter,6.661567275699158,5.194580077575397,0.0,6:00-6:30
B092,Winter,20.655971418879982,5.532688840021134,0.0,6:30-7:00
B092,Winter,48.88310514998997,10.20320033580564,0.0,7:00-7:30
B092,Winter,60.29468821029264,13.831722100052833,0.0,7:30-8:00
B092,Winter,69.46320826119921,23.69681367341274,0.0,8:00-8:30
B092,Winter,77.80872210498175,45.0791191820833,0.0,8:30-9:00
B092,Winter,73.42897664803225,37.59769438396583,0.0,9:00-9:30
B092,Winter,77.90190817853387,45.214362687061595,0.0,9:30-10:00
B092,Winter,111.41178515897894,63.3508240762531,0.0,10:00-10:30
B092,Winter,113.98800899771184,45.546324017462865,8.723206071099987,10:30-11:00
B092,Winter,118.05850863535126,26.96878437908079,11.630941428133317,11:00-11:30
B092,Winter,117.23632708374535,40.96033971228979,0.0,11:30-12:00
B092,Winter,102.83206914803885,42.50641887147347,0.0,12:00-12:30
B092,Winter,95.8381656985211,40.98031886643431,0.0,12:30-13:00
B092,Winter,110.16655532655686,20.238883148399527,97.57818884183938,13:00-13:30
B092,Winter,111.88348811536665,23.126639351288333,182.57873172069742,13:30-14:00
B092,Winter,107.46910712665441,36.803138792218355,182.57873172069742,14:00-14:30
B092,Winter,98.0564890423724,53.003159087402466,182.57873172069742,14:30-15:00
B092,Winter,77.06735679415561,51.47859594037442,182.57873172069742,15:00-15:30
B092,Winter,55.9132934423068,56.187528886436844,182.57873172069742,15:30-16:00
B092,Winter,47.950419758950645,55.38067843060043,241.40965638625548,16:00-16:30
B092,Winter,45.60757343185713,46.26403670865449,327.96549957236385,16:30-17:00
B092,Winter,36.258453822473456,30.866256295273452,182.57873172069742,17:00-17:30
B092,Winter,29.868198212249048,13.847090680164003,182.57873172069742,17:30-18:00
B092,Winter,23.242915779348944,8.76162752137791,146.87444640642767,18:00-18:30
B092,Winter,18.687518697031276,20.915100673291,40.978782008423195,18:30-19:00
B092,Winter,2.968759865377194,4.567542009039669,0.0,19:00-19:30
B092,Winter,5.1087409350032535,0.0,0.0,19:30-20:00
B092,Winter,11.101512585474383,9.660689457881347,0.0,20:00-20:30
B092,Winter,15.136552035832885,13.831722100052833,0.0,20:30-21:00
B092,Winter,9.485187769880135,14.6431831299226,0.0,21:00-21:30
B092,Winter,5.160694232647355,16.610361384152334,0.0,21:30-22:00
B104,Spring,0.0,0.0,0.0,6:00-6:30
B104,Spring,0.0,6.453627578789762,0.0,6:30-7:00
B104,Spring,0.0,8.680712630265708,0.0,7:00-7:30
B104,Spring,0.0,8.680712630265708,0.0,7:30-8:00
B104,Spring,0.0,8.680712630265708,0.0,8:00-8:30
B104,Spring,0.3886427383841876,8.680712630265708,3.109141907073501,8:30-9:00
B104,Spring,0.3057238479471704,5.761099615619676,0.0,9:00-9:30
B104,Spring,5.945474334922922,3.472285052106283,0.0,9:30-10:00
B104,Spring,8.115923764759044,5.808361273273343,0.0,10:00-10:30
B104,Spring,10.446514257805593,2.525122851781736,0.0,10:30-11:00
B104,Spring,11.033909145786904,9.324049888530956,0.0,11:00-11:30
B104,Spring,11.997287399566602,9.94038048527982,0.0,11:30-12:00
B104,Spring,19.81571590855925,18.6808935803318,11.768152755763545,12:00-12:30
B104,Spring,26.011212852051806,16.196280720824646,6.542363752343589,12:30-13:00
B104,Spring,20.052446175913786,19.929951675464483,0.0,13:00-13:30
B104,Spring,10.973777126004332,31.228381425568088,17.753504114331754,13:30-14:00
B104,Spring,12.997377833845128,32.1263529209878,41.502487085300345,14:00-14:30
B104,Spring,12.81951364901458,40.60548011350623,40.34288855644069,14:30-15:00
B104,Spring,14.506375046072984,50.81206911944753,10.173071809952221,15:00-15:30
B104,Spring,19.13780650658944,20.340838739963722,16.3153993885844,15:30-16:00
B104,Spring,12.794827872472263,26.159809773118507,15.692558257362835,16:00-16:30
B104,Spring,6.414504089226967,35.448172287502814,0.0,16:30-17:00
B104,Spring,8.474184008937304,25.430629912176187,3.048376918661641,17:00-17:30
B104,Spring,4.461162899237386,19.03390922729594,0.0,17:30-18:00
B104,Spring,2.9224161614328903,11.198119293042764,0.0,18:00-18:30
B104,Spring,3.4180305981671224,6.707297292318637,0.0,18:30-19:00
B104,Spring,3.4180305981671224,9.18998110457463,0.0,19:00-19:30
B104,Spring,4.940320151610073,4.4271634414355105,0.0,19:30-20:00
B104,Spring,3.2882720291626297,0.5150556160624321,0.0,20:00-20:30
B104,Spring,5.504928168936939,0.0,0.0,20:30-21:00
B104,Spring,10.888326361050156,0.0,0.0,21:00-21:30
B104,Spring,5.989149170343947,0.0,0.0,21:30-22:00
B104,Summer,0.0,0.0,0.0,6:00-6:30
B104,Summer,0.3823130520912856,0.0,0.0,6:30-7:00
B104,Summer,0.0,0.0,0.0,7:00-7:30
B104,Summer,0.0,0.0,0.0,7:30-8:00
B104,Summer,0.1519124710296499,0.3848449266084464,0.0,8:00-8:30
B104,Summer,0.23799620461311818,4.001487014677297,0.0,8:30-9:00
B104,Summer,0.0,3.6380223617693197,0.0,9:00-9:30
B104,Summer,0.0,1.4572344443214564,0.0,9:30-10:00
B104,Summer,0.0,0.0,0.0,10:00-10:30
B104,Summer,0.38104711483270515,3.4253449023278093,0.0,10:30-11:00
B104,Summer,0.0,14.246013949891612,0.0,11:00-11:30
B104,Summer,0.3823130520912856,16.20399690982932,0.0,11:30-12:00
B104,Summer,0.0,16.88591511311797,0.0,12:00-12:30
B104,Summer,3.6079211869541856,11.490209197657446,0.0,12:30-13:00
B104,Summer,8.969798445671536,6.390451281313939,0.0,13:00-13:30
B104,Summer,2.387557669682664,1.1140247875507658,0.0,13:30-14:00
B104,Summer,1.1456732190152763,4.523615803994019,0.0,14:00-14:30
B104,Summer,6.219549751405583,3.0247460898348066,0.0,14:30-15:00
B104,Summer,9.571118643497234,18.963177494753033,71.21656641869987,15:00-15:30
B104,Summer,7.206980813098306,22.366016845817192,6.6841487253045955,15:30-16:00
B104,Summer,6.046116346980066,6.085501061691457,55.984809323460304,16:00-16:30
B104,Summer,10.585767356249436,8.767037494755574,0.0,16:30-17:00
B104,Summer,16.221087062820157,19.52469099878115,0.0,17:00-17:30
B104,Summer,13.88226797759284,22.360390458001284,0.0,17:30-18:00
B104,Summer,11.721313077196069,0.526629899569453,0.0,18:00-18:30
B104,Summer,10.07559464104153,13.340165511529628,0.0,18:30-19:00
B104,Summer,5.951804021215825,7.475218852221956,0.0,19:00-19:30
B104,Summer,5.979654640904594,6.49960320494265,0.0,19:30-20:00
B104,Summer,15.910932434467957,9.267786010371825,0.0,20:00-20:30
B104,Summer,23.83696561043994,9.65150565941709,0.0,20:30-21:00
B104,Summer,17.154082822393924,6.303804908948878,0.0,21:00-21:30
B104,Summer,14.108237778249443,3.7989370533044298,0.0,21:30-22:00
B104,Autumn,0.0,0.531913811605267,0.0,6:00-6:30
B104,Autumn,0.0,0.0,0.0,6:30-7:00
B104,Autumn,0.0,0.0,0.0,7:00-7:30
B104,Autumn,0.0,0.0,0.0,7:30-8:00
B104,Autumn,0.0,0.0,0.0,8:00-8:30
B104,Autumn,0.0,0.0,0.0,8:30-9:00
B104,Autumn,0.0,1.0620663191985957,0.0,9:00-9:30
B104,Autumn,2.914288844232803,2.401538020277422,0.0,9:30-10:00
B104,Autumn,0.6497802760841558,19.55399714053534,0.0,10:00-10:30
B104,Autumn,0.33218193665150114,20.658334756020444,0.0,10:30-11:00
B104,Autumn,0.0,15.466891180833281,0.0,11:00-11:30
B104,Autumn,0.48936070667684556,11.955731633034938,0.0,11:30-12:00
B104,Autumn,12.110057090560945,2.4041799762953286,21.293064689322595,12:00-12:30
B104,Autumn,2.036842411565546,0.757360725133327,0.0,12:30-13:00
B104,Autumn,3.333162164351891,14.052564059247093,2.0660096060032385,13:00-13:30
B104,Autumn,11.507268405515292,11.193967647871766,6.127136331529213,13:30-14:00
B104,Autumn,6.5788227453907036,8.028023686413269,11.818790246106762,14:00-14:30
B104,Autumn,1.4826657172493827,4.788985608459339,9.266660732808642,14:30-15:00
B104,Autumn,2.5699539098989304,12.470032404520827,3.0585044167302846,15:00-15:30
B104,Autumn,6.433796973047733,23.058992124291905,22.832444395756376,15:30-16:00
B104,Autumn,8.194361237300688,22.386173991731592,22.715978167966977,16:00-16:30
B104,Autumn,9.390216209246091,11.83155970019331,29.09123820217795,16:30-17:00
B104,Autumn,9.655961758567292,6.022779068821887,14.755764686013325,17:00-17:30
B104,Autumn,8.596220360664454,4.334569173379345,17.26738420703687,17:30-18:00
B104,Autumn,4.3556343693621224,11.323423492749207,0.0,18:00-18:30
B104,Autumn,0.0,3.1095822330764857,0.0,18:30-19:00
B104,Autumn,0.0,3.138643749273462,0.0,19:00-19:30
B104,Autumn,0.0,1.6380127311023116,0.0,19:30-20:00
B104,Autumn,0.0,0.0,0.0,20:00-20:30
B104,Autumn,0.0,5.530494597485225,0.0,20:30-21:00
B104,Autumn,0.9852030121176227,11.879995560521605,0.0,21:00-21:30
B104,Autumn,4.955992454871298,13.761068245271355,0.0,21:30-22:00
B104,Winter,0.0,0.0,0.0,6:00-6:30
B104,Winter,0.0,0.4996232380530708,0.0,6:30-7:00
B104,Winter,0.0,0.09452331530733771,0.0,7:00-7:30
B104,Winter,0.5864303643557278,0.0,0.0,7:30-8:00
B104,Winter,0.0,0.0,0.0,8:00-8:30
B104,Winter,0.0,0.0,0.0,8:30-9:00
B104,Winter,1.3021068945398562,0.6230822621279608,0.0,9:00-9:30
B104,Winter,1.020465995869013,0.5362751358253037,0.0,9:30-10:00
B104,Winter,1.7457877623089924,1.444856391126448,0.0,10:00-10:30
B104,Winter,0.0,5.208427578159425,0.0,10:30-11:00
B104,Winter,2.6215752143402433,2.8588480262341736,0.0,11:00-11:30
B104,Winter,2.8704223097411945,2.592639505572691,8.034481801123706,11:30-12:00
B104,Winter,3.472285052106283,2.457606197990781,0.0,12:00-12:30
B104,Winter,1.9377279638004232,1.161286445204435,0.0,12:30-13:00
B104,Winter,8.531211468300022,1.5181601866709138,19.539319607102524,13:00-13:30
B104,Winter,7.463483814777339,11.662055156949187,36.7223079969007,13:30-14:00
B104,Winter,4.7763209938973095,12.480935715070919,12.760647566490588,14:00-14:30
B104,Winter,5.897097446827171,11.247309997947603,10.694637960487352,14:30-15:00
B104,Winter,5.423516346664897,4.296952751981526,1.640654687120219,15:00-15:30
B104,Winter,3.111553216137464,4.917141443232731,0.0,15:30-16:00
B104,Winter,1.5104439976662332,11.42767591593201,12.234017666921138,16:00-16:30
B104,Winter,1.0166079013666731,10.44771991233757,4.186032535039241,16:30-17:00
B104,Winter,2.3264309849112093,4.5737710325244425,0.0,17:00-17:30
B104,Winter,9.901799540256418,0.0,0.0,17:30-18:00
B104,Winter,10.93576886688362,1.9647346253168054,0.0,18:00-18:30
B104,Winter,17.790638273916777,8.378816735457576,0.0,18:30-19:00
B104,Winter,26.846550594535078,4.450312008449553,0.0,19:00-19:30
B104,Winter,12.158784824125503,0.0,0.0,19:30-20:00
B104,Winter,4.874702403706987,0.0,0.0,20:00-20:30
B104,Winter,8.727009764293793,1.7506103804369177,0.0,20:30-21:00
B104,Winter,10.195014722434282,0.0,0.0,21:00-21:30
B104,Winter,2.007173664842549,0.0,0.0,21:30-22:00
B050,Spring,0.0,0.0,0.0,6:00-6:30
B050,Spring,0.0,0.0,0.0,6:30-7:00
B050,Spring,0.6082846155941335,3.4117119425935414,0.0,7:00-7:30
